Market,DealerCode,MLI,Month,Qty,Revenue
FR,D02587,3587,8,38,3800
HU,D02588,3588,9,39,3900
NL,D02589,3589,10,40,4000
DE,D02590,3590,11,41,4100
FR,D02591,3591,12,42,4200
HU,D02592,3592,1,43,4300
NL,D02593,3593,2,44,4400
DE,D02594,3594,3,45,4500
FR,D02595,3595,4,46,4600
HU,D02596,3596,5,47,4700
NL,D02597,3597,6,48,4800
DE,D02598,3598,7,49,4900
FR,D02599,3599,8,50,5000
HU,D02600,3600,9,1,100
NL,D02601,3601,10,2,200
DE,D02602,3602,11,3,300
FR,D02603,3603,12,4,400
HU,D02604,3604,1,5,500
NL,D02605,3605,2,6,600
DE,D02606,3606,3,7,700
FR,D02607,3607,4,8,800
HU,D02608,3608,5,9,900
NL,D02609,3609,6,10,1000
DE,D02610,3610,7,11,1100
FR,D02611,3611,8,12,1200
HU,D02612,3612,9,13,1300
NL,D02613,3613,10,14,1400
DE,D02614,3614,11,15,1500
FR,D02615,3615,12,16,1600
HU,D02616,3616,1,17,1700
NL,D02617,3617,2,18,1800
DE,D02618,3618,3,19,1900
FR,D02619,3619,4,20,2000
HU,D02620,3620,5,21,2100
NL,D02621,3621,6,22,2200
DE,D02622,3622,7,23,2300
FR,D02623,3623,8,24,2400
HU,D02624,3624,9,25,2500
NL,D02625,3625,10,26,2600
DE,D02626,3626,11,27,2700
FR,D02627,3627,12,28,2800
HU,D02628,3628,1,29,2900
NL,D02629,3629,2,30,3000
DE,D02630,3630,3,31,3100
FR,D02631,3631,4,32,3200
HU,D02632,3632,5,33,3300
NL,D02633,3633,6,34,3400
DE,D02634,3634,7,35,3500
FR,D02635,3635,8,36,3600
HU,D02636,3636,9,37,3700
NL,D02637,3637,10,38,3800
DE,D02638,3638,11,39,3900
FR,D02639,3639,12,40,4000
HU,D02640,3640,1,41,4100
NL,D02641,3641,2,42,4200
DE,D02642,3642,3,43,4300
FR,D02643,3643,4,44,4400
HU,D02644,3644,5,45,4500
NL,D02645,3645,6,46,4600
DE,D02646,3646,7,47,4700
FR,D02647,3647,8,48,4800
HU,D02648,3648,9,49,4900
NL,D02649,3649,10,50,5000
DE,D02650,3650,11,1,100
FR,D02651,3651,12,2,200
HU,D02652,3652,1,3,300
NL,D02653,3653,2,4,400
DE,D02654,3654,3,5,500
FR,D02655,3655,4,6,600
HU,D02656,3656,5,7,700
NL,D02657,3657,6,8,800
DE,D02658,3658,7,9,900
FR,D02659,3659,8,10,1000
HU,D02660,3660,9,11,1100
NL,D02661,3661,10,12,1200
DE,D02662,3662,11,13,1300
FR,D02663,3663,12,14,1400
HU,D02664,3664,1,15,1500
NL,D02665,3665,2,16,1600
DE,D02666,3666,3,17,1700
FR,D02667,3667,4,18,1800
HU,D02668,3668,5,19,1900
NL,D02669,3669,6,20,2000
DE,D02670,3670,7,21,2100
FR,D02671,3671,8,22,2200
HU,D02672,3672,9,23,2300
NL,D02673,3673,10,24,2400
DE,D02674,3674,11,25,2500
FR,D02675,3675,12,26,2600
HU,D02676,3676,1,27,2700
NL,D02677,3677,2,28,2800
DE,D02678,3678,3,29,2900
FR,D02679,3679,4,30,3000
HU,D02680,3680,5,31,3100
NL,D02681,3681,6,32,3200
DE,D02682,3682,7,33,3300
FR,D02683,3683,8,34,3400
HU,D02684,3684,9,35,3500
NL,D02685,3685,10,36,3600
DE,D02686,3686,11,37,3700
FR,D02687,3687,12,38,3800
HU,D02688,3688,1,39,3900
NL,D02689,3689,2,40,4000
DE,D02690,3690,3,41,4100
FR,D02691,3691,4,42,4200
HU,D02692,3692,5,43,4300
NL,D02693,3693,6,44,4400
DE,D02694,3694,7,45,4500
FR,D02695,3695,8,46,4600
HU,D02696,3696,9,47,4700
NL,D02697,3697,10,48,4800
DE,D02698,3698,11,49,4900
FR,D02699,3699,12,50,5000
HU,D02700,3700,1,1,100
NL,D02701,3701,2,2,200
DE,D02702,3702,3,3,300
FR,D02703,3703,4,4,400
HU,D02704,3704,5,5,500
NL,D02705,3705,6,6,600
DE,D02706,3706,7,7,700
FR,D02707,3707,8,8,800
HU,D02708,3708,9,9,900
NL,D02709,3709,10,10,1000
DE,D02710,3710,11,11,1100
FR,D02711,3711,12,12,1200
HU,D02712,3712,1,13,1300
NL,D02713,3713,2,14,1400
DE,D02714,3714,3,15,1500
FR,D02715,3715,4,16,1600
HU,D02716,3716,5,17,1700
NL,D02717,3717,6,18,1800
DE,D02718,3718,7,19,1900
FR,D02719,3719,8,20,2000
HU,D02720,3720,9,21,2100
NL,D02721,3721,10,22,2200
DE,D02722,3722,11,23,2300
FR,D02723,3723,12,24,2400
HU,D02724,3724,1,25,2500
NL,D02725,3725,2,26,2600
DE,D02726,3726,3,27,2700
FR,D02727,3727,4,28,2800
HU,D02728,3728,5,29,2900
NL,D02729,3729,6,30,3000
DE,D02730,3730,7,31,3100
FR,D02731,3731,8,32,3200
HU,D02732,3732,9,33,3300
NL,D02733,3733,10,34,3400
DE,D02734,3734,11,35,3500
FR,D02735,3735,12,36,3600
HU,D02736,3736,1,37,3700
NL,D02737,3737,2,38,3800
DE,D02738,3738,3,39,3900
FR,D02739,3739,4,40,4000
HU,D02740,3740,5,41,4100
NL,D02741,3741,6,42,4200
DE,D02742,3742,7,43,4300
FR,D02743,3743,8,44,4400
HU,D02744,3744,9,45,4500
NL,D02745,3745,10,46,4600
DE,D02746,3746,11,47,4700
FR,D02747,3747,12,48,4800
HU,D02748,3748,1,49,4900
NL,D02749,3749,2,50,5000
DE,D02750,3750,3,1,100
FR,D02751,3751,4,2,200
HU,D02752,3752,5,3,300
NL,D02753,3753,6,4,400
DE,D02754,3754,7,5,500
FR,D02755,3755,8,6,600
HU,D02756,3756,9,7,700
NL,D02757,3757,10,8,800
DE,D02758,3758,11,9,900
FR,D02759,3759,12,10,1000
HU,D02760,3760,1,11,1100
NL,D02761,3761,2,12,1200
DE,D02762,3762,3,13,1300
FR,D02763,3763,4,14,1400
HU,D02764,3764,5,15,1500
NL,D02765,3765,6,16,1600
DE,D02766,3766,7,17,1700
FR,D02767,3767,8,18,1800
HU,D02768,3768,9,19,1900
NL,D02769,3769,10,20,2000
DE,D02770,3770,11,21,2100
FR,D02771,3771,12,22,2200
HU,D02772,3772,1,23,2300
NL,D02773,3773,2,24,2400
DE,D02774,3774,3,25,2500
FR,D02775,3775,4,26,2600
HU,D02776,3776,5,27,2700
NL,D02777,3777,6,28,2800
DE,D02778,3778,7,29,2900
FR,D02779,3779,8,30,3000
HU,D02780,3780,9,31,3100
NL,D02781,3781,10,32,3200
DE,D02782,3782,11,33,3300
FR,D02783,3783,12,34,3400
HU,D02784,3784,1,35,3500
NL,D02785,3785,2,36,3600
DE,D02786,3786,3,37,3700
FR,D02787,3787,4,38,3800
HU,D02788,3788,5,39,3900
NL,D02789,3789,6,40,4000
DE,D02790,3790,7,41,4100
FR,D02791,3791,8,42,4200
HU,D02792,3792,9,43,4300
NL,D02793,3793,10,44,4400
DE,D02794,3794,11,45,4500
FR,D02795,3795,12,46,4600
HU,D02796,3796,1,47,4700
NL,D02797,3797,2,48,4800
DE,D02798,3798,3,49,4900
FR,D02799,3799,4,50,5000
HU,D02800,3800,5,1,100
NL,D02801,3801,6,2,200
DE,D02802,3802,7,3,300
FR,D02803,3803,8,4,400
HU,D02804,3804,9,5,500
NL,D02805,3805,10,6,600
DE,D02806,3806,11,7,700
FR,D02807,3807,12,8,800
HU,D02808,3808,1,9,900
NL,D02809,3809,2,10,1000
DE,D02810,3810,3,11,1100
FR,D02811,3811,4,12,1200
HU,D02812,3812,5,13,1300
NL,D02813,3813,6,14,1400
DE,D02814,3814,7,15,1500
FR,D02815,3815,8,16,1600
HU,D02816,3816,9,17,1700
NL,D02817,3817,10,18,1800
DE,D02818,3818,11,19,1900
FR,D02819,3819,12,20,2000
HU,D02820,3820,1,21,2100
NL,D02821,3821,2,22,2200
DE,D02822,3822,3,23,2300
FR,D02823,3823,4,24,2400
HU,D02824,3824,5,25,2500
NL,D02825,3825,6,26,2600
DE,D02826,3826,7,27,2700
FR,D02827,3827,8,28,2800
HU,D02828,3828,9,29,2900
NL,D02829,3829,10,30,3000
DE,D02830,3830,11,31,3100
FR,D02831,3831,12,32,3200
HU,D02832,3832,1,33,3300
NL,D02833,3833,2,34,3400
DE,D02834,3834,3,35,3500
FR,D02835,3835,4,36,3600
HU,D02836,3836,5,37,3700
NL,D02837,3837,6,38,3800
DE,D02838,3838,7,39,3900
FR,D02839,3839,8,40,4000
HU,D02840,3840,9,41,4100
NL,D02841,3841,10,42,4200
DE,D02842,3842,11,43,4300
FR,D02843,3843,12,44,4400
HU,D02844,3844,1,45,4500
NL,D02845,3845,2,46,4600
DE,D02846,3846,3,47,4700
FR,D02847,3847,4,48,4800
HU,D02848,3848,5,49,4900
NL,D02849,3849,6,50,5000
DE,D02850,3850,7,1,100
FR,D02851,3851,8,2,200
HU,D02852,3852,9,3,300
NL,D02853,3853,10,4,400
DE,D02854,3854,11,5,500
FR,D02855,3855,12,6,600
HU,D02856,3856,1,7,700
NL,D02857,3857,2,8,800
DE,D02858,3858,3,9,900
FR,D02859,3859,4,10,1000
HU,D02860,3860,5,11,1100
NL,D02861,3861,6,12,1200
DE,D02862,3862,7,13,1300
FR,D02863,3863,8,14,1400
HU,D02864,3864,9,15,1500
NL,D02865,3865,10,16,1600
DE,D02866,3866,11,17,1700
FR,D02867,3867,12,18,1800
HU,D02868,3868,1,19,1900
NL,D02869,3869,2,20,2000
DE,D02870,3870,3,21,2100
FR,D02871,3871,4,22,2200
HU,D02872,3872,5,23,2300
NL,D02873,3873,6,24,2400
DE,D02874,3874,7,25,2500
FR,D02875,3875,8,26,2600
HU,D02876,3876,9,27,2700
NL,D02877,3877,10,28,2800
DE,D02878,3878,11,29,2900
FR,D02879,3879,12,30,3000
HU,D02880,3880,1,31,3100
NL,D02881,3881,2,32,3200
DE,D02882,3882,3,33,3300
FR,D02883,3883,4,34,3400
HU,D02884,3884,5,35,3500
NL,D02885,3885,6,36,3600
DE,D02886,3886,7,37,3700
FR,D02887,3887,8,38,3800
HU,D02888,3888,9,39,3900
NL,D02889,3889,10,40,4000
DE,D02890,3890,11,41,4100
FR,D02891,3891,12,42,4200
HU,D02892,3892,1,43,4300
NL,D02893,3893,2,44,4400
DE,D02894,3894,3,45,4500
FR,D02895,3895,4,46,4600
HU,D02896,3896,5,47,4700
NL,D02897,3897,6,48,4800
DE,D02898,3898,7,49,4900
FR,D02899,3899,8,50,5000
HU,D02900,3900,9,1,100
NL,D02901,3901,10,2,200
DE,D02902,3902,11,3,300
FR,D02903,3903,12,4,400
HU,D02904,3904,1,5,500
NL,D02905,3905,2,6,600
DE,D02906,3906,3,7,700
FR,D02907,3907,4,8,800
HU,D02908,3908,5,9,900
NL,D02909,3909,6,10,1000
DE,D02910,3910,7,11,1100
FR,D02911,3911,8,12,1200
HU,D02912,3912,9,13,1300
NL,D02913,3913,10,14,1400
DE,D02914,3914,11,15,1500
FR,D02915,3915,12,16,1600
HU,D02916,3916,1,17,1700
NL,D02917,3917,2,18,1800
DE,D02918,3918,3,19,1900
FR,D02919,3919,4,20,2000
HU,D02920,3920,5,21,2100
NL,D02921,3921,6,22,2200
DE,D02922,3922,7,23,2300
FR,D02923,3923,8,24,2400
HU,D02924,3924,9,25,2500
NL,D02925,3925,10,26,2600
DE,D02926,3926,11,27,2700
FR,D02927,3927,12,28,2800
HU,D02928,3928,1,29,2900
NL,D02929,3929,2,30,3000
DE,D02930,3930,3,31,3100
FR,D02931,3931,4,32,3200
HU,D02932,3932,5,33,3300
NL,D02933,3933,6,34,3400
DE,D02934,3934,7,35,3500
FR,D02935,3935,8,36,3600
HU,D02936,3936,9,37,3700
NL,D02937,3937,10,38,3800
DE,D02938,3938,11,39,3900
FR,D02939,3939,12,40,4000
HU,D02940,3940,1,41,4100
NL,D02941,3941,2,42,4200
DE,D02942,3942,3,43,4300
FR,D02943,3943,4,44,4400
HU,D02944,3944,5,45,4500
NL,D02945,3945,6,46,4600
DE,D02946,3946,7,47,4700
FR,D02947,3947,8,48,4800
HU,D02948,3948,9,49,4900
NL,D02949,3949,10,50,5000
DE,D02950,3950,11,1,100
FR,D02951,3951,12,2,200
HU,D02952,3952,1,3,300
NL,D02953,3953,2,4,400
DE,D02954,3954,3,5,500
FR,D02955,3955,4,6,600
HU,D02956,3956,5,7,700
NL,D02957,3957,6,8,800
DE,D02958,3958,7,9,900
FR,D02959,3959,8,10,1000
HU,D02960,3960,9,11,1100
NL,D02961,3961,10,12,1200
DE,D02962,3962,11,13,1300
FR,D02963,3963,12,14,1400
HU,D02964,3964,1,15,1500
NL,D02965,3965,2,16,1600
DE,D02966,3966,3,17,1700
FR,D02967,3967,4,18,1800
HU,D02968,3968,5,19,1900
NL,D02969,3969,6,20,2000
DE,D02970,3970,7,21,2100
FR,D02971,3971,8,22,2200
HU,D02972,3972,9,23,2300
NL,D02973,3973,10,24,2400
DE,D02974,3974,11,25,2500
FR,D02975,3975,12,26,2600
HU,D02976,3976,1,27,2700
NL,D02977,3977,2,28,2800
DE,D02978,3978,3,29,2900
FR,D02979,3979,4,30,3000
HU,D02980,3980,5,31,3100
NL,D02981,3981,6,32,3200
DE,D02982,3982,7,33,3300
FR,D02983,3983,8,34,3400
HU,D02984,3984,9,35,3500
NL,D02985,3985,10,36,3600
DE,D02986,3986,11,37,3700
FR,D02987,3987,12,38,3800
HU,D02988,3988,1,39,3900
NL,D02989,3989,2,40,4000
DE,D02990,3990,3,41,4100
FR,D02991,3991,4,42,4200
HU,D02992,3992,5,43,4300
NL,D02993,3993,6,44,4400
DE,D02994,3994,7,45,4500
FR,D02995,3995,8,46,4600
HU,D02996,3996,9,47,4700
NL,D02997,3997,10,48,4800
DE,D02998,3998,11,49,4900
FR,D02999,3999,12,50,5000
HU,D03000,4000,1,1,100
NL,D03001,4001,2,2,200
DE,D03002,4002,3,3,300
FR,D03003,4003,4,4,400
HU,D03004,4004,5,5,500
NL,D03005,4005,6,6,600
DE,D03006,4006,7,7,700
FR,D03007,4007,8,8,800
HU,D03008,4008,9,9,900
NL,D03009,4009,10,10,1000
DE,D03010,4010,11,11,1100
FR,D03011,4011,12,12,1200
HU,D03012,4012,1,13,1300
NL,D03013,4013,2,14,1400
DE,D03014,4014,3,15,1500
FR,D03015,4015,4,16,1600
HU,D03016,4016,5,17,1700
NL,D03017,4017,6,18,1800
DE,D03018,4018,7,19,1900
FR,D03019,4019,8,20,2000
HU,D03020,4020,9,21,2100
NL,D03021,4021,10,22,2200
DE,D03022,4022,11,23,2300
FR,D03023,4023,12,24,2400
HU,D03024,4024,1,25,2500
NL,D03025,4025,2,26,2600
DE,D03026,4026,3,27,2700
FR,D03027,4027,4,28,2800
HU,D03028,4028,5,29,2900
NL,D03029,4029,6,30,3000
DE,D03030,4030,7,31,3100
FR,D03031,4031,8,32,3200
HU,D03032,4032,9,33,3300
NL,D03033,4033,10,34,3400
DE,D03034,4034,11,35,3500
FR,D03035,4035,12,36,3600
HU,D03036,4036,1,37,3700
NL,D03037,4037,2,38,3800
DE,D03038,4038,3,39,3900
FR,D03039,4039,4,40,4000
HU,D03040,4040,5,41,4100
NL,D03041,4041,6,42,4200
DE,D03042,4042,7,43,4300
FR,D03043,4043,8,44,4400
HU,D03044,4044,9,45,4500
NL,D03045,4045,10,46,4600
DE,D03046,4046,11,47,4700
FR,D03047,4047,12,48,4800
HU,D03048,4048,1,49,4900
NL,D03049,4049,2,50,5000
DE,D03050,4050,3,1,100
FR,D03051,4051,4,2,200
HU,D03052,4052,5,3,300
NL,D03053,4053,6,4,400
DE,D03054,4054,7,5,500
FR,D03055,4055,8,6,600
HU,D03056,4056,9,7,700
NL,D03057,4057,10,8,800
DE,D03058,4058,11,9,900
FR,D03059,4059,12,10,1000
HU,D03060,4060,1,11,1100
NL,D03061,4061,2,12,1200
DE,D03062,4062,3,13,1300
FR,D03063,4063,4,14,1400
HU,D03064,4064,5,15,1500
NL,D03065,4065,6,16,1600
DE,D03066,4066,7,17,1700
FR,D03067,4067,8,18,1800
HU,D03068,4068,9,19,1900
NL,D03069,4069,10,20,2000
DE,D03070,4070,11,21,2100
FR,D03071,4071,12,22,2200
HU,D03072,4072,1,23,2300
NL,D03073,4073,2,24,2400
DE,D03074,4074,3,25,2500
FR,D03075,4075,4,26,2600
HU,D03076,4076,5,27,2700
NL,D03077,4077,6,28,2800
DE,D03078,4078,7,29,2900
FR,D03079,4079,8,30,3000
HU,D03080,4080,9,31,3100
NL,D03081,4081,10,32,3200
DE,D03082,4082,11,33,3300
FR,D03083,4083,12,34,3400
HU,D03084,4084,1,35,3500
NL,D03085,4085,2,36,3600
DE,D03086,4086,3,37,3700
FR,D03087,4087,4,38,3800
HU,D03088,4088,5,39,3900
NL,D03089,4089,6,40,4000
DE,D03090,4090,7,41,4100
FR,D03091,4091,8,42,4200
HU,D03092,4092,9,43,4300
NL,D03093,4093,10,44,4400
DE,D03094,4094,11,45,4500
FR,D03095,4095,12,46,4600
HU,D03096,4096,1,47,4700
NL,D03097,4097,2,48,4800
DE,D03098,4098,3,49,4900
FR,D03099,4099,4,50,5000
HU,D03100,4100,5,1,100
NL,D03101,4101,6,2,200
DE,D03102,4102,7,3,300
FR,D03103,4103,8,4,400
HU,D03104,4104,9,5,500
NL,D03105,4105,10,6,600
DE,D03106,4106,11,7,700
FR,D03107,4107,12,8,800
HU,D03108,4108,1,9,900
NL,D03109,4109,2,10,1000
DE,D03110,4110,3,11,1100
FR,D03111,4111,4,12,1200
HU,D03112,4112,5,13,1300
NL,D03113,4113,6,14,1400
DE,D03114,4114,7,15,1500
FR,D03115,4115,8,16,1600
HU,D03116,4116,9,17,1700
NL,D03117,4117,10,18,1800
DE,D03118,4118,11,19,1900
FR,D03119,4119,12,20,2000
HU,D03120,4120,1,21,2100
NL,D03121,4121,2,22,2200
DE,D03122,4122,3,23,2300
FR,D03123,4123,4,24,2400
HU,D03124,4124,5,25,2500
NL,D03125,4125,6,26,2600
DE,D03126,4126,7,27,2700
FR,D03127,4127,8,28,2800
HU,D03128,4128,9,29,2900
NL,D03129,4129,10,30,3000
DE,D03130,4130,11,31,3100
FR,D03131,4131,12,32,3200
HU,D03132,4132,1,33,3300
NL,D03133,4133,2,34,3400
DE,D03134,4134,3,35,3500
FR,D03135,4135,4,36,3600
HU,D03136,4136,5,37,3700
NL,D03137,4137,6,38,3800
DE,D03138,4138,7,39,3900
FR,D03139,4139,8,40,4000
HU,D03140,4140,9,41,4100
NL,D03141,4141,10,42,4200
DE,D03142,4142,11,43,4300
FR,D03143,4143,12,44,4400
HU,D03144,4144,1,45,4500
NL,D03145,4145,2,46,4600
DE,D03146,4146,3,47,4700
FR,D03147,4147,4,48,4800
HU,D03148,4148,5,49,4900
NL,D03149,4149,6,50,5000
DE,D03150,4150,7,1,100
FR,D03151,4151,8,2,200
HU,D03152,4152,9,3,300
NL,D03153,4153,10,4,400
DE,D03154,4154,11,5,500
FR,D03155,4155,12,6,600
HU,D03156,4156,1,7,700
NL,D03157,4157,2,8,800
DE,D03158,4158,3,9,900
FR,D03159,4159,4,10,1000
HU,D03160,4160,5,11,1100
NL,D03161,4161,6,12,1200
DE,D03162,4162,7,13,1300
FR,D03163,4163,8,14,1400
HU,D03164,4164,9,15,1500
NL,D03165,4165,10,16,1600
DE,D03166,4166,11,17,1700
FR,D03167,4167,12,18,1800
HU,D03168,4168,1,19,1900
NL,D03169,4169,2,20,2000
DE,D03170,4170,3,21,2100
FR,D03171,4171,4,22,2200
HU,D03172,4172,5,23,2300
NL,D03173,4173,6,24,2400
DE,D03174,4174,7,25,2500
FR,D03175,4175,8,26,2600
HU,D03176,4176,9,27,2700
NL,D03177,4177,10,28,2800
DE,D03178,4178,11,29,2900
FR,D03179,4179,12,30,3000
HU,D03180,4180,1,31,3100
NL,D03181,4181,2,32,3200
DE,D03182,4182,3,33,3300
FR,D03183,4183,4,34,3400
HU,D03184,4184,5,35,3500
NL,D03185,4185,6,36,3600
DE,D03186,4186,7,37,3700
FR,D03187,4187,8,38,3800
HU,D03188,4188,9,39,3900
NL,D03189,4189,10,40,4000
DE,D03190,4190,11,41,4100
FR,D03191,4191,12,42,4200
HU,D03192,4192,1,43,4300
NL,D03193,4193,2,44,4400
DE,D03194,4194,3,45,4500
FR,D03195,4195,4,46,4600
HU,D03196,4196,5,47,4700
NL,D03197,4197,6,48,4800
DE,D03198,4198,7,49,4900
FR,D03199,4199,8,50,5000
HU,D03200,4200,9,1,100
NL,D03201,4201,10,2,200
DE,D03202,4202,11,3,300
FR,D03203,4203,12,4,400
HU,D03204,4204,1,5,500
NL,D03205,4205,2,6,600
DE,D03206,4206,3,7,700
FR,D03207,4207,4,8,800
HU,D03208,4208,5,9,900
NL,D03209,4209,6,10,1000
DE,D03210,4210,7,11,1100
FR,D03211,4211,8,12,1200
HU,D03212,4212,9,13,1300
NL,D03213,4213,10,14,1400
DE,D03214,4214,11,15,1500
FR,D03215,4215,12,16,1600
HU,D03216,4216,1,17,1700
NL,D03217,4217,2,18,1800
DE,D03218,4218,3,19,1900
FR,D03219,4219,4,20,2000
HU,D03220,4220,5,21,2100
NL,D03221,4221,6,22,2200
DE,D03222,4222,7,23,2300
FR,D03223,4223,8,24,2400
HU,D03224,4224,9,25,2500
NL,D03225,4225,10,26,2600
DE,D03226,4226,11,27,2700
FR,D03227,4227,12,28,2800
HU,D03228,4228,1,29,2900
NL,D03229,4229,2,30,3000
DE,D03230,4230,3,31,3100
FR,D03231,4231,4,32,3200
HU,D03232,4232,5,33,3300
NL,D03233,4233,6,34,3400
DE,D03234,4234,7,35,3500
FR,D03235,4235,8,36,3600
HU,D03236,4236,9,37,3700
NL,D03237,4237,10,38,3800
DE,D03238,4238,11,39,3900
FR,D03239,4239,12,40,4000
HU,D03240,4240,1,41,4100
NL,D03241,4241,2,42,4200
DE,D03242,4242,3,43,4300
FR,D03243,4243,4,44,4400
HU,D03244,4244,5,45,4500
NL,D03245,4245,6,46,4600
DE,D03246,4246,7,47,4700
FR,D03247,4247,8,48,4800
HU,D03248,4248,9,49,4900
NL,D03249,4249,10,50,5000
DE,D03250,4250,11,1,100
FR,D03251,4251,12,2,200
HU,D03252,4252,1,3,300
NL,D03253,4253,2,4,400
DE,D03254,4254,3,5,500
FR,D03255,4255,4,6,600
HU,D03256,4256,5,7,700
NL,D03257,4257,6,8,800
DE,D03258,4258,7,9,900
FR,D03259,4259,8,10,1000
HU,D03260,4260,9,11,1100
NL,D03261,4261,10,12,1200
DE,D03262,4262,11,13,1300
FR,D03263,4263,12,14,1400
HU,D03264,4264,1,15,1500
NL,D03265,4265,2,16,1600
DE,D03266,4266,3,17,1700
FR,D03267,4267,4,18,1800
HU,D03268,4268,5,19,1900
NL,D03269,4269,6,20,2000
DE,D03270,4270,7,21,2100
FR,D03271,4271,8,22,2200
HU,D03272,4272,9,23,2300
NL,D03273,4273,10,24,2400
DE,D03274,4274,11,25,2500
FR,D03275,4275,12,26,2600
HU,D03276,4276,1,27,2700
NL,D03277,4277,2,28,2800
DE,D03278,4278,3,29,2900
FR,D03279,4279,4,30,3000
HU,D03280,4280,5,31,3100
NL,D03281,4281,6,32,3200
DE,D03282,4282,7,33,3300
FR,D03283,4283,8,34,3400
HU,D03284,4284,9,35,3500
NL,D03285,4285,10,36,3600
DE,D03286,4286,11,37,3700
FR,D03287,4287,12,38,3800
HU,D03288,4288,1,39,3900
NL,D03289,4289,2,40,4000
DE,D03290,4290,3,41,4100
FR,D03291,4291,4,42,4200
HU,D03292,4292,5,43,4300
NL,D03293,4293,6,44,4400
DE,D03294,4294,7,45,4500
FR,D03295,4295,8,46,4600
HU,D03296,4296,9,47,4700
NL,D03297,4297,10,48,4800
DE,D03298,4298,11,49,4900
FR,D03299,4299,12,50,5000
HU,D03300,4300,1,1,100
NL,D03301,4301,2,2,200
DE,D03302,4302,3,3,300
FR,D03303,4303,4,4,400
HU,D03304,4304,5,5,500
NL,D03305,4305,6,6,600
DE,D03306,4306,7,7,700
FR,D03307,4307,8,8,800
HU,D03308,4308,9,9,900
NL,D03309,4309,10,10,1000
DE,D03310,4310,11,11,1100
FR,D03311,4311,12,12,1200
HU,D03312,4312,1,13,1300
NL,D03313,4313,2,14,1400
DE,D03314,4314,3,15,1500
FR,D03315,4315,4,16,1600
HU,D03316,4316,5,17,1700
NL,D03317,4317,6,18,1800
DE,D03318,4318,7,19,1900
FR,D03319,4319,8,20,2000
HU,D03320,4320,9,21,2100
NL,D03321,4321,10,22,2200
DE,D03322,4322,11,23,2300
FR,D03323,4323,12,24,2400
HU,D03324,4324,1,25,2500
NL,D03325,4325,2,26,2600
DE,D03326,4326,3,27,2700
FR,D03327,4327,4,28,2800
HU,D03328,4328,5,29,2900
NL,D03329,4329,6,30,3000
DE,D03330,4330,7,31,3100
FR,D03331,4331,8,32,3200
HU,D03332,4332,9,33,3300
NL,D03333,4333,10,34,3400
DE,D03334,4334,11,35,3500
FR,D03335,4335,12,36,3600
HU,D03336,4336,1,37,3700
NL,D03337,4337,2,38,3800
DE,D03338,4338,3,39,3900
FR,D03339,4339,4,40,4000
HU,D03340,4340,5,41,4100
NL,D03341,4341,6,42,4200
DE,D03342,4342,7,43,4300
FR,D03343,4343,8,44,4400
HU,D03344,4344,9,45,4500
NL,D03345,4345,10,46,4600
DE,D03346,4346,11,47,4700
FR,D03347,4347,12,48,4800
HU,D03348,4348,1,49,4900
NL,D03349,4349,2,50,5000
DE,D03350,4350,3,1,100
FR,D03351,4351,4,2,200
HU,D03352,4352,5,3,300
NL,D03353,4353,6,4,400
DE,D03354,4354,7,5,500
FR,D03355,4355,8,6,600
HU,D03356,4356,9,7,700
NL,D03357,4357,10,8,800
DE,D03358,4358,11,9,900
FR,D03359,4359,12,10,1000
HU,D03360,4360,1,11,1100
NL,D03361,4361,2,12,1200
DE,D03362,4362,3,13,1300
FR,D03363,4363,4,14,1400
HU,D03364,4364,5,15,1500
NL,D03365,4365,6,16,1600
DE,D03366,4366,7,17,1700
FR,D03367,4367,8,18,1800
HU,D03368,4368,9,19,1900
NL,D03369,4369,10,20,2000
DE,D03370,4370,11,21,2100
FR,D03371,4371,12,22,2200
HU,D03372,4372,1,23,2300
NL,D03373,4373,2,24,2400
DE,D03374,4374,3,25,2500
FR,D03375,4375,4,26,2600
HU,D03376,4376,5,27,2700
NL,D03377,4377,6,28,2800
DE,D03378,4378,7,29,2900
FR,D03379,4379,8,30,3000
HU,D03380,4380,9,31,3100
NL,D03381,4381,10,32,3200
DE,D03382,4382,11,33,3300
FR,D03383,4383,12,34,3400
HU,D03384,4384,1,35,3500
NL,D03385,4385,2,36,3600
DE,D03386,4386,3,37,3700
FR,D03387,4387,4,38,3800
HU,D03388,4388,5,39,3900
NL,D03389,4389,6,40,4000
DE,D03390,4390,7,41,4100
FR,D03391,4391,8,42,4200
HU,D03392,4392,9,43,4300
NL,D03393,4393,10,44,4400
DE,D03394,4394,11,45,4500
FR,D03395,4395,12,46,4600
HU,D03396,4396,1,47,4700
NL,D03397,4397,2,48,4800
DE,D03398,4398,3,49,4900
FR,D03399,4399,4,50,5000
HU,D03400,4400,5,1,100
NL,D03401,4401,6,2,200
DE,D03402,4402,7,3,300
FR,D03403,4403,8,4,400
HU,D03404,4404,9,5,500
NL,D03405,4405,10,6,600
DE,D03406,4406,11,7,700
FR,D03407,4407,12,8,800
HU,D03408,4408,1,9,900
NL,D03409,4409,2,10,1000
DE,D03410,4410,3,11,1100
FR,D03411,4411,4,12,1200
HU,D03412,4412,5,13,1300
NL,D03413,4413,6,14,1400
DE,D03414,4414,7,15,1500
FR,D03415,4415,8,16,1600
HU,D03416,4416,9,17,1700
NL,D03417,4417,10,18,1800
